,Time,Device_id,Gps_module_status,Use_time_gms,Enable_status,Enable_time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,Gps_signal_status,Signal_time,Total_time
452,4/21/18 13:21,GP8W-YUR-PGM,Detect OK!,383.186,OK,0.61,35,47,47,47,47,27,48,48,48,PASS,36.02,0:01:11
453,4/21/18 13:22,GPU3-D6Z-AWE,Detect OK!,472.984,OK,0.61,36,49,49,49,48,27,48,48,48,PASS,38.17,0:01:14
454,4/15/18 13:19,GXKK-M2P-Y29,Detect OK!,1492.107,OK,3.57,31,45,45,45,45,45,45,45,46,PASS,32.36,0:01:13
455,4/21/18 11:36,GZG6-HA7-TW3,Detect OK!,874.081,OK,0.6,33,42,42,42,42,42,42,42,42,PASS,36.73,0:01:16
456,4/21/18 12:57,GDHN-SGE-EV5,Detect OK!,7441.861,OK,3.59,41,40,40,40,40,40,40,40,40,PASS,42.93,0:01:26
457,4/21/18 11:50,G3Y9-8M3-7YU,Detect OK!,1702.402,OK,3.57,35,43,42,43,43,43,43,43,43,PASS,35.46,0:01:17
458,4/21/18 11:05,GB7V-SDP-KSF,Detect OK!,2200.243,OK,3.57,38,46,46,46,46,46,47,47,46,PASS,40.56,0:01:23
459,4/21/18 11:00,GG46-RN2-KGV,Detect OK!,1921.264,OK,3.58,32,45,45,45,45,45,46,45,45,PASS,34.41,0:01:14
460,4/21/18 11:39,GVZX-HSG-ZAG,Detect OK!,4267.874,OK,0.61,27,46,45,46,45,46,46,45,46,PASS,29.69,0:01:07
461,4/21/18 11:22,GF4F-2JE-USN,Detect OK!,1735.46,OK,3.59,36,41,41,40,40,32,41,40,41,PASS,51.45,0:01:33
462,4/21/18 13:16,G8U8-R6N-KUY,Detect OK!,13.837,OK,3.58,19,48,47,47,47,27,48,48,48,PASS,120.092,0:02:37
463,4/21/18 11:28,GCGB-J7Z-8HE,Detect OK!,410.743,OK,0.6,35,41,41,41,41,42,42,42,42,PASS,43.08,0:01:22
464,4/21/18 13:08,G37R-JT8-WKF,Detect OK!,547.568,OK,3.57,32,41,41,41,42,41,41,41,27,PASS,35.47,0:01:16
465,4/21/18 12:56,G489-D2S-3V2,Detect OK!,5666.134,OK,3.57,38,43,42,43,43,42,42,42,42,PASS,73.791,0:01:55
466,4/21/18 13:11,GK7R-GF5-8RP,Detect OK!,8288.553,OK,3.58,34,41,41,41,41,39,39,39,29,PASS,37.69,0:01:20
467,4/21/18 13:29,GMB6-PXM-D2T,Detect OK!,866.465,OK,3.58,27,47,47,47,47,27,48,48,48,PASS,30.322,0:01:09
468,4/20/18 9:32,GNRA-978-237,Detect OK!,188.047,OK,0.61,26,40,40,40,40,40,40,40,40,PASS,28.83,0:01:05
469,4/21/18 13:07,GM2P-H6Z-GJM,Detect OK!,8019.641,OK,0.61,36,39,38,38,38,39,39,39,29,PASS,75.6,0:01:54
470,4/21/18 11:14,GGHM-2FM-M2M,Detect OK!,1174.649,OK,0.6,36,42,42,42,42,43,43,43,43,PASS,94.61,0:02:13
471,4/15/18 13:03,GU7V-F3C-VX7,Detect OK!,481.33,OK,3.58,39,45,45,45,45,45,45,45,46,PASS,40.96,0:01:22
472,4/21/18 10:33,GDFC-A78-XFF,Detect OK!,220.677,OK,3.58,37,42,42,42,42,39,39,30,30,PASS,82.84,0:02:04
473,4/21/18 11:26,GR3Z-Z9N-4NG,Detect OK!,1964.53,OK,3.58,28,41,41,40,40,32,41,40,41,PASS,31.39,0:01:13
474,4/21/18 11:01,G6DG-5M4-YCW,Detect OK!,450.965,OK,3.58,35,40,39,39,39,41,29,41,41,PASS,43.98,0:01:26
475,4/21/18 11:04,G3Y7-GTR-5RR,Detect OK!,665.14,OK,0.6,35,42,42,42,42,42,42,42,42,PASS,38.111,0:01:17
476,4/21/18 10:47,GXME-AVP-X6M,Detect OK!,753.359,OK,0.6,34,42,42,42,42,42,42,42,42,PASS,37.19,0:01:19
477,4/21/18 11:00,GU27-A9E-PA7,Detect OK!,336.244,OK,0.6,80,42,42,42,41,30,40,43,43,PASS,95.38,0:02:15
478,4/21/18 11:04,GKMX-DJY-SNZ,Detect OK!,642.436,OK,3.57,29,42,42,42,42,42,42,42,42,PASS,32.031,0:01:16
479,4/15/18 13:15,G5WA-M4V-8DS,Detect OK!,1225.581,OK,0.61,33,47,46,47,47,45,45,45,46,PASS,36.58,0:01:11
480,4/21/18 11:42,GW7V-X3Y-2A7,Detect OK!,1251.663,OK,0.6,36,43,43,43,43,43,43,43,43,PASS,37.17,0:01:16
481,4/21/18 13:02,GEB3-HUZ-YYU,Detect OK!,159.694,OK,0.6,32,41,42,42,42,42,42,42,42,PASS,55.9,0:01:34
482,4/15/18 12:05,G3G3-2HW-XYN,Detect OK!,49.78,OK,3.57,33,42,41,42,42,42,41,41,41,PASS,35.92,0:00:57
483,4/21/18 11:32,GX7G-JRH-72G,Detect OK!,615.111,OK,0.6,37,41,41,41,41,42,42,41,42,PASS,73.261,0:02:00
484,4/21/18 12:51,GYF8-R52-3C6,Detect OK!,8626.926,OK,0.61,36,45,45,45,46,45,46,46,46,PASS,38.756,0:00:57
485,4/21/18 11:44,GSX9-GY8-NTD,Detect OK!,4562.766,OK,0.61,32,46,45,46,46,46,46,46,46,PASS,34.46,0:01:13
486,4/21/18 13:28,G8ST-BEN-M3Y,Detect OK!,9265.056,OK,3.57,34,39,40,39,39,39,39,39,40,PASS,37.79,0:01:21
487,4/21/18 13:11,G7BN-SRU-UD7,Detect OK!,9780.304,OK,3.58,35,47,47,48,47,27,48,48,48,PASS,36.39,0:01:13
488,4/21/18 11:26,GYTX-3VR-H83,Detect OK!,3500.701,OK,0.61,38,46,45,46,46,45,45,45,45,PASS,41.521,0:01:20
489,4/21/18 10:59,GURJ-A9T-HEY,Detect OK!,360.841,OK,0.61,35,40,39,39,39,41,41,41,41,PASS,38.07,0:01:17
490,4/15/18 12:59,G8RE-BN4-YXD,Detect OK!,300.214,OK,3.58,24,46,46,46,46,46,45,46,46,PASS,27.55,0:01:06
491,4/21/18 11:06,GHHS-WX6-5M7,Detect OK!,758.623,OK,0.6,32,43,43,43,43,43,43,43,43,PASS,33.61,0:01:11
492,4/21/18 12:59,G3UB-5RR-3X6,Detect OK!,9076.386,OK,0.61,39,48,48,48,46,48,49,47,46,PASS,64.82,0:01:40
493,4/21/18 11:30,GRDC-YRD-G24,Detect OK!,515.514,OK,3.57,29,41,41,41,41,41,41,41,41,PASS,30.34,0:01:11
494,4/21/18 11:33,GSJT-583-XVJ,Detect OK!,3942.444,OK,0.61,22,44,44,44,44,45,45,44,45,PASS,25.79,0:01:03
495,4/21/18 11:40,GB7G-GPV-K22,Detect OK!,1159.906,OK,0.6,35,43,43,43,43,43,43,43,43,PASS,37.91,0:01:17
496,4/21/18 10:53,GKCV-67T-S9D,Detect OK!,7.32,OK,3.55,0,43,43,43,44,43,44,43,43,PASS,0.12,0:00:42
497,4/21/18 11:16,GC8G-86C-BZ4,Detect OK!,1332.627,OK,0.6,28,42,42,41,41,43,43,43,43,PASS,50.64,0:01:29
498,4/21/18 11:34,G99M-R76-P4D,Detect OK!,2436.844,OK,3.57,34,41,41,40,40,40,40,40,40,PASS,37.5,0:01:18
499,4/15/18 13:16,G4YX-SSX-8K4,Detect OK!,1313.156,OK,3.58,30,48,47,48,47,45,45,45,46,PASS,33.16,0:01:14
500,4/21/18 11:16,GSS4-S9A-RCF,Detect OK!,2910.645,OK,0.61,34,46,45,46,46,46,45,46,46,PASS,37.61,0:01:16
501,4/21/18 10:54,GXN9-BEF-E2M,Detect OK!,55.192,OK,3.58,22,40,39,39,39,40,40,39,40,PASS,25.97,0:01:07
502,4/21/18 10:55,GTN3-2F9-68K,Detect OK!,1606.985,OK,3.58,39,46,45,46,46,46,46,46,46,PASS,40.25,0:01:21
503,4/21/18 11:17,GF9W-XR7-E2P,Detect OK!,1421.971,OK,0.61,35,41,41,40,40,38,38,39,26,PASS,35.76,0:01:11
504,4/21/18 10:35,GBVZ-7A4-PET,Detect OK!,19.482,OK,0.6,37,42,42,42,42,0,0,0,0,PASS,39.55,0:01:17
505,4/21/18 13:26,GXFX-F9K-59S,Detect OK!,1626.5,OK,3.57,27,28,42,42,42,42,42,42,42,PASS,30.92,0:01:17
506,4/21/18 11:49,GPD7-4M7-WYB,Detect OK!,4860.906,OK,3.58,31,46,45,45,46,45,46,46,28,PASS,68.33,0:01:49
507,4/21/18 13:31,GEFW-XAA-YBC,Detect OK!,5.47,OK,3.57,33,0,47,47,47,29,47,47,47,PASS,36.44,0:00:58
508,4/21/18 10:37,GATK-HW9-HS5,Detect OK!,580.264,OK,0.61,25,46,46,45,46,46,45,46,46,PASS,26.89,0:01:04
509,4/15/18 13:22,G9HA-3JC-4KG,Detect OK!,1675.053,OK,3.58,30,46,46,46,46,45,45,45,46,PASS,31.27,0:01:11
510,4/21/18 11:25,G53Y-VDF-9EC,Detect OK!,3406.226,OK,0.61,34,45,45,45,45,45,45,45,45,PASS,37.96,0:01:16
511,4/21/18 13:01,G6HY-ZRV-22K,Detect OK!,9199.395,OK,0.61,37,48,48,47,48,48,49,49,46,PASS,40.761,0:01:16
512,4/21/18 10:39,GW72-R26-MCJ,Detect OK!,693.137,OK,0.61,31,46,47,46,46,46,46,47,47,PASS,35.04,0:01:14
513,4/21/18 12:53,GRS3-VH2-5HB,Detect OK!,7226.277,OK,0.61,36,40,40,40,40,41,41,40,40,PASS,39.37,0:01:17
514,4/21/18 13:03,GZ83-8XG-H7Z,Detect OK!,9294.928,OK,3.58,35,48,48,48,48,48,49,49,46,PASS,37.28,0:01:16
515,4/21/18 11:35,G2EF-SR5-8VP,Detect OK!,2530.244,OK,3.58,31,41,41,40,40,40,40,40,40,PASS,34.32,0:01:18
516,4/21/18 13:18,GNU9-TGR-XE6,Detect OK!,1176.809,OK,0.6,33,31,42,42,42,42,31,42,42,PASS,36.4,0:01:17
517,4/21/18 10:30,GH8D-B6R-JP9,Detect OK!,146.65,OK,0.61,34,46,46,46,47,46,46,46,47,PASS,38.03,0:01:15
518,4/21/18 13:05,G54F-SP4-C7C,Detect OK!,7861.159,OK,0.61,37,39,38,38,38,39,39,39,40,PASS,95.08,0:02:13
519,4/21/18 11:11,GM54-8SH-KF4,Detect OK!,2573.186,OK,3.58,35,47,47,47,47,47,47,47,48,PASS,36.66,0:01:19
520,4/21/18 13:13,G3PX-D82-5DM,Detect OK!,888.411,OK,3.57,37,31,42,42,42,42,31,42,42,PASS,39.26,0:01:21
521,4/21/18 13:15,G8MG-DYP-KUZ,Detect OK!,986.387,OK,0.6,36,42,42,42,42,42,31,42,42,PASS,39.22,0:01:18
522,4/21/18 10:58,GCB3-MGX-8TV,Detect OK!,1832.508,OK,3.58,29,47,47,47,47,46,48,47,47,PASS,31.65,0:01:13
523,4/21/18 11:15,GBP9-F5Z-HDH,Detect OK!,2814.969,OK,3.58,35,46,46,45,46,46,46,46,46,PASS,37.26,0:01:19
524,4/21/18 10:36,GZ4J-BMW-NN5,Detect OK!,486.683,OK,0.61,30,46,46,46,45,46,46,46,47,PASS,32.99,0:01:09
525,4/21/18 10:35,GK2A-KYJ-YDZ,Detect OK!,360.309,OK,3.58,34,42,42,42,42,41,42,42,42,PASS,48.19,0:01:30
526,4/21/18 10:57,GXEU-WJE-6VR,Detect OK!,239.058,OK,3.56,34,42,42,42,41,42,42,42,42,PASS,37.47,0:01:19
527,4/21/18 11:08,GGXU-2T6-XFY,Detect OK!,924.757,OK,0.61,35,42,42,42,42,40,40,28,40,PASS,37.74,0:01:18
528,4/21/18 11:10,GYRT-Y9X-5AZ,Detect OK!,945.653,OK,0.6,40,42,42,42,42,42,42,42,42,PASS,83.59,0:02:02
529,4/15/18 12:58,GCG4-SCB-HH4,Detect OK!,208.95,OK,0.61,27,46,47,47,46,46,47,47,46,PASS,29.35,0:01:06
530,4/21/18 10:57,GTCP-USK-A4A,Detect OK!,1744.138,OK,0.61,30,46,47,47,47,46,47,47,46,PASS,34.05,0:01:11
531,4/21/18 10:56,GUGR-4DH-8ZM,Detect OK!,172.973,OK,0.61,26,40,39,39,39,41,41,41,41,PASS,28.68,0:01:08
532,4/21/18 13:24,G6DT-79T-WX2,Detect OK!,1537.406,OK,3.57,31,43,29,43,43,43,43,43,42,PASS,34.26,0:01:16
533,4/21/18 11:40,G3D3-XVX-6DG,Detect OK!,2808.214,OK,3.581,24,41,41,41,41,41,41,41,41,PASS,27.71,0:01:09
534,4/15/18 13:24,G5XK-7YY-GTX,Detect OK!,1778.44,OK,0.61,36,47,47,46,46,45,45,45,46,PASS,39.9,0:01:18
535,4/21/18 11:47,G37M-7HB-ZWY,Detect OK!,4771.177,OK,3.58,32,46,45,45,46,46,45,45,45,PASS,34.52,0:01:14
536,4/21/18 11:01,G7KA-S7X-38M,Detect OK!,487.889,OK,0.6,34,43,42,43,43,43,42,43,43,PASS,36.76,0:01:14
537,4/21/18 10:45,GKVJ-C47-HU4,Detect OK!,1048.402,OK,3.58,34,46,46,46,46,46,46,46,46,PASS,36.81,0:01:18
538,4/21/18 12:57,G9VB-5AY-7BC,Detect OK!,8968.634,OK,3.58,34,49,48,48,49,48,48,49,46,PASS,37.112,0:01:17
539,4/21/18 13:27,GUDT-G76-8WT,Detect OK!,1728.325,OK,3.57,35,42,43,43,42,42,42,42,42,PASS,36.32,0:01:18
540,4/21/18 13:03,GUPS-PAT-4NN,Detect OK!,269.382,OK,3.56,41,41,41,31,41,41,41,41,27,PASS,41.24,0:01:23
541,4/21/18 11:01,GXWR-D9P-FDW,Detect OK!,2014.393,OK,0.61,29,48,47,47,47,47,48,48,48,PASS,31.37,0:01:10
542,4/21/18 12:59,GAMV-9DT-K94,Detect OK!,7563.55,OK,3.58,36,40,40,40,40,40,40,28,40,PASS,37.57,0:01:17
543,4/21/18 11:30,G9RE-VS6-ZUW,Detect OK!,3742.936,OK,3.58,38,47,47,47,47,48,47,47,47,PASS,41.86,0:01:25
544,4/21/18 13:24,GRD4-XYU-A6F,Detect OK!,565.488,OK,3.58,28,48,48,48,48,27,48,48,48,PASS,31.26,0:01:10
545,4/21/18 10:49,GPSG-E5M-68H,Detect OK!,1255.668,OK,3.57,34,46,46,46,46,46,46,46,46,PASS,37.56,0:01:19
546,4/21/18 11:19,GYAY-NRZ-N8R,Detect OK!,3091.382,OK,0.61,33,45,45,45,45,45,45,45,45,PASS,36.8,0:01:15
547,4/21/18 11:20,GH7R-5A4-XPW,Detect OK!,1636.553,OK,0.61,29,41,41,40,40,32,41,40,41,PASS,32.36,0:01:10
548,4/21/18 10:48,G5F6-5TC-4YB,Detect OK!,5.192,OK,0.6,29,43,42,42,43,0,0,0,0,PASS,32.71,0:00:51
549,4/21/18 12:56,GXTU-Z3A-V6M,Detect OK!,8892.45,OK,0.61,34,45,45,45,46,47,47,46,46,PASS,36.23,0:00:55
550,4/21/18 11:23,GHAZ-GBF-VGH,Detect OK!,82.404,OK,0.6,36,42,42,42,42,42,42,41,42,PASS,37.83,0:01:15
551,4/21/18 10:41,G7BF-SYB-JM7,Detect OK!,780.593,OK,0.61,34,47,48,47,47,47,47,48,47,PASS,37.58,0:01:16
552,4/21/18 13:26,GPUX-SMS-DF3,Detect OK!,9072.475,OK,3.58,19,41,41,41,41,27,40,40,40,PASS,120.39,0:02:43
553,4/21/18 13:10,GT4S-XF7-M85,Detect OK!,656.245,OK,3.57,42,41,41,41,42,41,27,41,41,PASS,43.381,0:01:25
554,4/15/18 12:56,G3KV-BAV-C6X,Detect OK!,119.142,OK,0.61,28,46,46,46,46,46,46,47,46,PASS,29.13,0:01:06
555,4/15/18 13:01,GYHS-R2Y-V5V,Detect OK!,388.041,OK,0.61,28,46,46,46,46,46,46,47,46,PASS,31.25,0:01:08
556,4/21/18 11:45,GTF5-BX6-SU3,Detect OK!,4659.554,OK,3.58,25,45,45,45,45,45,45,45,45,PASS,27.16,0:01:06
557,4/21/18 11:13,GWPK-7SF-7PX,Detect OK!,2718.716,OK,3.58,40,46,45,46,45,46,46,46,46,PASS,41.93,0:01:22
558,4/21/18 11:43,G692-7TV-8ZJ,Detect OK!,2984.882,OK,3.58,28,40,40,40,40,40,40,40,41,PASS,71.04,0:01:52
559,4/21/18 11:19,GR2N-8V2-PKE,Detect OK!,1526.088,OK,3.57,34,41,41,40,40,42,42,41,42,PASS,47.87,0:01:30
560,4/3/18 23:02,G8PX-PCB-DPF,Detect OK!,4896.598,OK,3.57,35,44,44,44,44,44,44,44,42,PASS,38.1,0:01:02
561,4/4/18 6:33,GBGX-9U9-6HN,Detect OK!,259.245,OK,3.58,22,46,46,46,46,0,0,0,0,PASS,25.8,0:00:47
562,4/4/18 11:18,G23B-D53-PGV,Detect OK!,2030.415,OK,3.56,29,40,40,40,40,40,40,40,41,PASS,32.85,0:00:59
563,4/4/18 2:12,G5JN-URF-424,Detect OK!,4006.629,OK,0.61,27,45,45,45,45,45,45,45,41,PASS,30.98,0:00:52
564,4/4/18 11:05,GESD-HKB-FPG,Detect OK!,1149.547,OK,3.57,58,31,31,31,31,32,32,32,32,PASS,114.29,0:02:33
565,4/4/18 11:11,GAMV-3TU-BA4,Detect OK!,49.371,OK,3.58,30,35,35,35,35,0,0,0,0,PASS,33.39,0:01:14
566,4/4/18 6:14,GKJS-JTD-SJJ,Detect OK!,7664.554,OK,3.57,32,47,47,47,46,47,46,29,47,PASS,35.66,0:00:57
567,4/4/18 3:57,G3K6-PG9-E7J,Detect OK!,1758.888,OK,0.61,35,45,45,45,45,45,45,45,46,PASS,37.43,0:00:59
568,4/4/18 8:53,GTZK-V39-F2M,Detect OK!,8973.544,OK,0.61,34,48,48,48,48,48,48,48,48,PASS,36.27,0:00:55
569,4/4/18 5:44,GED6-BEH-KA6,Detect OK!,5881.478,OK,0.61,37,28,28,45,28,48,31,33,47,PASS,39.67,0:00:58
570,4/4/18 2:25,G7T3-P4X-YNY,Detect OK!,222.334,OK,3.58,28,0,26,43,43,43,45,45,46,PASS,84.92,0:01:45
571,4/4/18 3:22,G9KW-AZP-H3C,Detect OK!,2858.592,OK,0.61,32,47,47,47,46,46,46,46,47,PASS,34.41,0:00:56
572,4/4/18 1:39,GJVH-2TH-89B,Detect OK!,2068.99,OK,3.58,34,42,41,42,41,42,42,42,41,PASS,35.6,0:00:59
573,4/4/18 4:29,GY2R-RVS-W6E,Detect OK!,1369.613,OK,3.58,27,47,47,47,47,47,47,47,47,PASS,30.54,0:00:52
574,4/4/18 6:50,G9AM-YR8-242,Detect OK!,246.584,OK,3.57,37,42,42,43,43,0,0,0,0,PASS,39.81,0:01:00
575,4/4/18 7:49,G9UA-JZM-NH7,Detect OK!,681.196,OK,3.56,23,41,41,41,41,41,41,41,41,PASS,47.481,0:01:07
576,4/4/18 2:57,GE5N-7MM-BXR,Detect OK!,1925.258,OK,0.6,34,45,45,46,45,43,43,43,44,PASS,36.81,0:00:55
577,4/4/18 5:01,GTCM-SWM-9VT,Detect OK!,396.196,OK,0.6,39,43,42,43,43,41,41,41,41,PASS,41.75,0:00:59
578,4/4/18 6:00,G5RD-RD8-KEW,Detect OK!,6845.095,OK,3.57,36,44,28,45,45,46,46,46,47,PASS,38.12,0:00:59
579,4/4/18 11:58,GHGU-N25-TX4,Detect OK!,104.203,OK,3.57,20,44,45,44,44,44,27,44,44,PASS,120.23,0:02:50
580,4/4/18 3:41,GER4-W92-SVW,Detect OK!,758.441,OK,3.57,26,27,46,47,46,46,45,46,46,PASS,29.88,0:00:54
581,4/4/18 5:28,GZND-GDM-6J6,Detect OK!,1930.122,OK,3.57,38,41,41,41,28,41,41,28,26,PASS,91.89,0:01:52
582,4/4/18 5:33,GF5C-92W-RFB,Detect OK!,2265.661,OK,3.56,69,43,43,43,43,41,41,28,26,PASS,84.37,0:01:45
583,4/4/18 6:07,GJ3T-EGX-JE2,Detect OK!,4374.978,OK,3.57,30,43,43,43,43,41,41,28,26,PASS,33.07,0:00:54
584,4/4/18 1:17,GDZJ-SGE-6E5,Detect OK!,43.214,OK,0.61,24,44,44,44,44,44,44,44,44,PASS,28.01,0:00:46
585,4/4/18 3:48,GASU-TDD-EUM,Detect OK!,4959.168,OK,0.6,31,43,43,43,43,43,43,43,44,PASS,33.951,0:00:52
586,4/4/18 6:09,GDUE-X4U-YR2,Detect OK!,2732.295,OK,0.61,35,45,45,45,45,0,0,0,0,PASS,96.19,0:01:56
587,4/9/18 17:39,G32P-YYV-B2V,Detect OK!,21.386,OK,0.61,37,40,40,40,40,0,0,0,0,PASS,39.29,0:01:16
588,4/4/18 1:19,GAFY-VMV-5PT,Detect OK!,867.087,OK,0.61,34,45,45,45,45,44,44,44,44,PASS,35.59,0:00:57
589,4/4/18 1:49,GC58-CT5-AUN,Detect OK!,402.286,OK,3.57,35,0,45,45,45,45,45,45,45,PASS,37.19,0:00:58
590,4/4/18 8:50,GKYS-36M-7SN,Detect OK!,8754.078,OK,3.58,24,48,48,47,48,48,48,48,48,PASS,26.76,0:00:48
591,4/4/18 4:05,G5GV-75B-7A9,Detect OK!,1099.893,OK,0.61,35,43,44,44,44,45,45,46,45,PASS,37.55,0:00:56
592,4/4/18 2:48,GRK9-CG2-5TN,Detect OK!,546.776,OK,0.61,94,28,29,28,45,46,46,46,0,PASS,120.67,0:02:18
593,4/4/18 6:53,GYW2-JYP-8C6,Detect OK!,1460.915,OK,0.61,24,45,45,46,46,28,45,27,45,PASS,27.13,0:00:45
594,4/3/18 22:56,G6ZA-C2T-Z8Z,Detect OK!,4414.398,OK,0.6,24,41,41,41,41,41,41,41,30,PASS,26.46,0:00:45
595,4/4/18 2:24,GB6T-VJF-77M,Detect OK!,4722.6,OK,3.58,28,45,45,46,46,45,46,46,41,PASS,32.05,0:00:56
596,4/3/18 23:19,G4GC-EWN-B8D,Detect OK!,5760.736,OK,0.6,27,42,42,42,42,43,43,43,43,PASS,57.42,0:01:15
597,4/4/18 3:18,GTYF-8YB-5MZ,Detect OK!,2408.781,OK,0.61,35,46,46,46,46,45,45,45,45,PASS,45.69,0:01:03
598,4/4/18 10:59,GEFH-Z25-ZWX,Detect OK!,824.166,OK,0.6,119,42,42,42,42,41,40,33,41,PASS,120.06,0:02:26
599,4/4/18 7:32,GWEA-6NJ-KV6,Detect OK!,31.89,OK,3.57,27,42,42,42,42,0,0,0,0,PASS,28.13,0:00:49
600,4/3/18 22:36,G4S8-TT9-ATC,Detect OK!,3334.12,OK,0.61,23,44,43,44,44,44,44,44,44,PASS,26.5,0:00:48
601,4/4/18 7:45,G246-BNJ-Y58,Detect OK!,474.27,OK,3.56,35,42,42,42,42,42,42,42,42,PASS,37.4,0:00:58
602,4/3/18 23:09,GGTV-SCN-SKR,Detect OK!,5292.411,OK,0.61,40,46,46,46,46,45,46,46,42,PASS,42.25,0:01:02
603,4/3/18 22:16,GU95-JK9-8H2,Detect OK!,2160.517,OK,0.62,27,43,43,43,43,43,42,43,42,PASS,30.08,0:00:52
604,4/4/18 7:42,GF76-5YA-EVB,Detect OK!,531.478,OK,3.58,35,46,46,46,46,46,46,46,46,PASS,82.38,0:01:43
605,4/4/18 7:35,GXHF-B24-SHZ,Detect OK!,7963.39,OK,0.61,31,44,44,45,45,0,0,0,0,PASS,33.14,0:00:54
606,4/4/18 8:48,GJ6C-XKD-UJG,Detect OK!,8644.61,OK,3.57,37,48,48,48,48,48,48,49,48,PASS,39.25,0:01:00
607,4/4/18 5:31,GARZ-XR5-W78,Detect OK!,5098.353,OK,0.61,39,47,47,47,48,48,31,33,47,PASS,41.79,0:00:59
608,4/4/18 1:34,GSDT-33N-A5D,Detect OK!,1738.106,OK,3.57,35,43,42,43,42,43,43,43,43,PASS,35.52,0:00:59
609,4/4/18 11:21,G3GP-W8B-FFP,Detect OK!,2145.015,OK,0.6,74,40,40,40,40,40,40,40,41,PASS,77.94,0:01:52
610,4/4/18 2:29,GG6D-TNR-DB4,Detect OK!,507.7,OK,0.61,34,44,44,44,34,45,45,46,0,PASS,37.52,0:00:56
611,4/4/18 7:59,GCEB-6ZU-JS5,Detect OK!,5720.854,OK,0.61,29,46,46,47,46,46,46,28,46,PASS,32.94,0:00:52
612,4/4/18 1:28,GJWY-JDF-3RR,Detect OK!,692.758,OK,0.61,35,30,45,45,46,26,37,36,36,PASS,37.441,0:00:56
613,4/4/18 8:03,GJDK-5F6-4PF,Detect OK!,1573.588,OK,0.6,34,41,41,41,41,41,41,41,41,PASS,37.07,0:00:55
614,4/4/18 7:07,G235-PBF-M6G,Detect OK!,6255.724,OK,0.61,28,45,45,46,46,0,0,0,0,PASS,30.78,0:00:52
615,4/4/18 4:26,G45S-S2Y-9D6,Detect OK!,6505.113,OK,3.57,36,46,46,46,46,27,45,28,45,PASS,38.43,0:00:59
616,4/4/18 12:43,GKUU-3VZ-57Z,Detect OK!,16.212,OK,3.55,0,34,34,34,34,0,0,0,0,PASS,2.79,0:00:24
617,4/4/18 1:36,GVSH-4VS-KRM,Detect OK!,6514.009,OK,0.6,119,44,43,44,44,44,43,44,44,PASS,120.05,0:02:17
618,4/4/18 3:36,GKWD-PP4-YSB,Detect OK!,3497.388,OK,0.61,27,46,46,46,46,46,46,46,29,PASS,30.1,0:00:48
619,4/4/18 6:05,GHKH-FWR-HJ8,Detect OK!,7139.182,OK,0.61,39,47,47,47,46,47,47,47,47,PASS,42.99,0:01:01
620,4/4/18 4:31,GSFG-BSX-B8Z,Detect OK!,1383.243,OK,3.58,23,0,46,46,46,46,46,46,46,PASS,25.901,0:00:50
621,4/4/18 2:51,GFF3-SVS-B7F,Detect OK!,1485.498,OK,0.6,25,29,43,43,29,43,43,43,44,PASS,115.58,0:02:12
622,4/4/18 7:15,GR42-PCM-ZNX,Detect OK!,6747.747,OK,0.61,35,42,42,42,42,0,0,0,0,PASS,37.78,0:00:59
623,4/4/18 3:39,GHUN-S3R-2SB,Detect OK!,3609.997,OK,0.61,78,46,46,46,46,44,34,30,44,PASS,85.5,0:01:43
624,4/4/18 1:09,G2G9-WKX-4AD,Detect OK!,4848.14,OK,3.57,119,41,41,40,41,40,40,41,40,PASS,120.09,0:02:20
625,4/3/18 23:35,GN7B-GT5-8UM,Detect OK!,6763.115,OK,3.57,36,40,40,40,41,41,41,41,32,PASS,43.08,0:01:03
626,4/4/18 5:23,GSJ5-VM5-PXK,Detect OK!,1705.528,OK,0.6,32,43,43,43,43,41,41,28,26,PASS,35.45,0:00:53
627,4/4/18 2:11,GVPE-7N3-3ZS,Detect OK!,453.308,OK,3.57,38,31,43,43,43,45,45,45,45,PASS,40.37,0:01:01
628,4/4/18 6:31,GCEA-HHK-HPE,Detect OK!,103.759,OK,0.61,37,42,42,42,42,0,0,0,0,PASS,59.31,0:01:30
629,4/4/18 1:00,GPYD-NWM-8SN,Detect OK!,4339.306,OK,3.57,36,40,40,40,40,43,43,43,43,PASS,94.64,0:01:55
630,4/4/18 8:01,GUMK-ZKC-N3U,Detect OK!,1459.43,OK,3.56,26,41,41,41,41,42,42,42,41,PASS,27.35,0:00:48
631,4/4/18 7:03,GASB-JV9-7JW,Detect OK!,2050.84,OK,0.61,34,46,46,46,47,28,45,27,45,PASS,37.21,0:00:55
632,4/4/18 1:35,G4AP-GUY-SDG,Detect OK!,1112.081,OK,3.58,34,45,45,45,44,44,44,44,44,PASS,36.19,0:00:57
633,4/4/18 0:54,G9PB-6NB-TB6,Detect OK!,4078.181,OK,3.57,28,44,44,44,29,44,44,44,41,PASS,30.75,0:00:52
634,4/4/18 4:21,GUTE-J73-MSC,Detect OK!,921.663,OK,0.61,28,47,31,47,47,47,47,47,47,PASS,30.43,0:00:49
635,4/4/18 1:29,G6FX-FJ6-MPR,Detect OK!,1451.08,OK,0.61,33,43,43,43,43,43,43,43,43,PASS,35.47,0:00:57
